power,method
0.760598311078947,mcmc
0.770024108892589,mcmc
0.774958405675478,mcmc
0.807592175377747,mcmc
0.767137929738469,mcmc
0.807573526594292,mcmc
0.766133139654457,mcmc
0.886468203156577,mcmc
0.844558226741605,mcmc
0.778871680393745,mcmc
0.790630326889107,mcmc
0.916211583311338,mcmc
0.763126322211109,mcmc
0.738951012568198,mcmc
0.74850864477796,mcmc
0.910465077637431,mcmc
0.918441912959184,mcmc
0.759366408877962,mcmc
0.812729938432695,mcmc
0.788611206095584,mcmc
0.847552874065693,mcmc
0.813467886900395,mcmc
0.790616954809641,mcmc
0.737800218084265,mcmc
0.839770195347609,mcmc
0.793687345085309,mcmc
0.751044416677731,mcmc
0.824513680631175,mcmc
0.792630530142843,mcmc
0.751794659151934,mcmc
0.781522511490966,mcmc
0.824371399924931,mcmc
0.752843759542198,mcmc
0.817625355200109,mcmc
0.770198249039207,mcmc
0.767432006815302,mcmc
0.83610127186141,mcmc
0.76977662274365,mcmc
0.841696915983662,mcmc
0.77263541441352,mcmc
0.768293736964674,mcmc
0.753427469274777,mcmc
0.921044943302512,mcmc
0.826273593197398,mcmc
0.753472790157757,mcmc
0.792487296393305,mcmc
0.774254078023949,mcmc
0.728097935107552,mcmc
0.767135745576839,mcmc
0.754201261188869,mcmc
0.825038626450477,mcmc
0.821206670610672,mcmc
0.794860170489482,mcmc
0.75223637992444,mcmc
0.797485882226259,mcmc
0.764175885909489,mcmc
0.800371832069596,mcmc
0.828579687599286,mcmc
0.817472833685748,mcmc
0.901368797066771,mcmc
0.853120416085114,mcmc
0.676493674903312,mcmc
0.742830035138395,mcmc
0.817545342322694,mcmc
0.781331048759786,mcmc
0.916473245079409,mcmc
0.754627724050988,mcmc
0.781034829065732,mcmc
0.81075629183763,mcmc
0.887701514515701,mcmc
0.764720315939814,mcmc
0.820620958990405,mcmc
0.786294216346897,mcmc
0.792682521720654,mcmc
0.797414951975069,mcmc
0.725167482698198,mcmc
0.809133507204985,mcmc
0.792620327854854,mcmc
0.829979610369264,mcmc
0.91399030074999,mcmc
0.773814069863635,mcmc
0.910640174273565,mcmc
0.800132589298813,mcmc
0.844081247005295,mcmc
0.748147118085989,mcmc
0.775457049763681,mcmc
0.777380403925277,mcmc
0.883077210732647,mcmc
0.778317912659591,mcmc
0.788474464639739,mcmc
0.756985443505312,mcmc
0.807022104139342,mcmc
0.751312347094244,mcmc
0.848792086945002,mcmc
0.811646656081722,mcmc
0.818759763315388,mcmc
0.771787953304418,mcmc
0.810408593643794,mcmc
0.796183236818336,mcmc
0.732728892316319,mcmc
0.801399111620112,mcmc
0.719684082922143,mcmc
0.81491482309984,mcmc
0.756833845401462,mcmc
0.78908144225452,mcmc
0.784721745458036,mcmc
0.801308583271066,mcmc
0.789482402087309,mcmc
0.818861012462241,mcmc
0.754290065669465,mcmc
0.783893939823457,mcmc
0.785108329397801,mcmc
0.761444282491377,mcmc
0.813218981209079,mcmc
0.788346115729359,mcmc
0.841238331897785,mcmc
0.85567544341393,mcmc
0.836167659397718,mcmc
0.727572023963687,mcmc
0.784488979597546,mcmc
0.759598140004383,mcmc
0.91560291446328,mcmc
0.806830102987571,mcmc
0.851205190961673,mcmc
0.779134358715115,mcmc
0.849100097996303,mcmc
0.721122144812051,mcmc
0.87713016580302,mcmc
0.749836100984073,mcmc
0.821302419857686,mcmc
0.74994229807311,mcmc
0.761948729885847,mcmc
0.777209455348861,mcmc
0.703492218936271,mcmc
0.818982692607655,mcmc
0.758909335983474,mcmc
0.792304063146697,mcmc
0.776174140775011,mcmc
0.88566339901548,mcmc
0.754092795718932,mcmc
0.755300892393254,mcmc
0.78400923539172,mcmc
0.787362082453491,mcmc
0.756040152826905,mcmc
0.808901206248355,mcmc
0.797464922923409,mcmc
0.792222463062286,mcmc
0.801229937420934,mcmc
0.791902710300862,mcmc
0.761522801709643,mcmc
0.744830435180438,mcmc
0.804786296719798,mcmc
0.783435686710537,mcmc
0.809192359753795,mcmc
0.768984564832433,mcmc
0.736776166844321,mcmc
0.792908646479492,mcmc
0.809628867670361,mcmc
0.727075408142859,mcmc
0.773887273530892,mcmc
0.84217718747773,mcmc
0.724397548453103,mcmc
0.816157821824003,mcmc
0.812852841447824,mcmc
0.755786359723088,mcmc
0.770840040756998,mcmc
0.745173822786551,mcmc
0.782573892161949,mcmc
0.769654589541901,mcmc
0.802377605609865,mcmc
0.741600250333826,mcmc
0.745857533336771,mcmc
0.838192610658797,mcmc
0.796013517394267,mcmc
0.910820106485003,mcmc
0.798006843562424,mcmc
0.798339513844163,mcmc
0.775822416140305,mcmc
0.765325921944962,mcmc
0.758989193932482,mcmc
0.781734287366493,mcmc
0.780041016680415,mcmc
0.729994841303945,mcmc
0.785428779927817,mcmc
0.810173114307604,mcmc
0.810963692329113,mcmc
0.77185926817262,mcmc
0.759822449748947,mcmc
0.800750721981657,mcmc
0.758029119212987,mcmc
0.790326672562156,mcmc
0.838763174244604,mcmc
0.786529788560103,mcmc
0.808620773191052,mcmc
0.781255669943645,mcmc
0.755991103026138,mcmc
0.762289216898679,mcmc
0.829208066477934,mcmc
0.794166583284071,mcmc
0.794412929336305,mcmc
0.780135378226775,mcmc
0.925971443495757,mcmc
0.827375762617274,mcmc
0.789572125172481,mcmc
0.931038513587678,mcmc
0.811663248904055,mcmc
0.802921695691823,mcmc
0.771536785175399,mcmc
0.784955236864073,mcmc
0.77395154592613,mcmc
0.803701883369434,mcmc
0.907367654331069,mcmc
0.758994977106603,mcmc
0.833612950224403,mcmc
0.762504891371305,mcmc
0.799588540272152,mcmc
0.774900989860065,mcmc
0.786460453166679,mcmc
0.767139145496313,mcmc
0.770461471240916,mcmc
0.78177441471393,mcmc
0.934128458232889,mcmc
0.785810387603907,mcmc
0.80053098292619,mcmc
0.770750445193112,mcmc
0.769604572736603,mcmc
0.821522725759528,mcmc
0.777354309141584,mcmc
0.764764596977946,mcmc
0.749039610941014,mcmc
0.82366111498512,mcmc
0.790060315014979,mcmc
0.780625323096819,mcmc
0.802311550492255,mcmc
0.765363083820921,mcmc
0.759361859337453,mcmc
0.899890497477616,mcmc
0.934913409967887,mcmc
0.776757620402492,mcmc
0.923424111359546,mcmc
0.770601962561251,mcmc
0.792594839602395,mcmc
0.901208866393228,mcmc
0.895342624941572,mcmc
0.754807304021781,mcmc
0.771560687839388,mcmc
0.90638033559129,mcmc
0.724789014604628,mcmc
0.754988404110428,mcmc
0.749096402828157,mcmc
0.759665572999257,mcmc
0.794594795511169,mcmc
0.758811510605702,mcmc
0.792388075065801,mcmc
0.734160745816804,mcmc
0.742653910665395,mcmc
0.76111335748576,mcmc
0.793458488749047,mcmc
0.787409225005646,mcmc
0.7959301483767,mcmc
0.778340740124376,mcmc
0.747094416558197,mcmc
0.901558631954465,mcmc
0.838786270596196,mcmc
0.713840315863763,mcmc
0.799692997895865,mcmc
0.794799820788205,mcmc
0.787858916749592,mcmc
0.764304181781918,mcmc
0.796708564024673,mcmc
0.801452690566292,mcmc
0.753091032670856,mcmc
0.916108595117539,mcmc
0.74290653183805,mcmc
0.765333570677155,mcmc
0.808941054496288,mcmc
0.760849393600849,mcmc
0.801252041684102,mcmc
0.787019289403831,mcmc
0.807391906432454,mcmc
0.923327610059723,mcmc
0.756176059497503,mcmc
0.77999890292803,mcmc
0.789605978157864,mcmc
0.808816743477468,mcmc
0.748202203164881,mcmc
0.763239808579958,mcmc
0.776863534106904,mcmc
0.812834271193486,mcmc
0.781304298173351,mcmc
0.813558376816249,mcmc
0.77045058011942,mcmc
0.790236490357986,mcmc
0.761700548084307,mcmc
0.745538265022091,mcmc
0.918706915600062,mcmc
0.744861041959923,mcmc
0.735556548422325,mcmc
0.788057037699316,mcmc
0.82626921364485,mcmc
0.822923626482042,mcmc
0.745981159607306,mcmc
0.754892752525203,mcmc
0.733426798509458,mcmc
0.79867144842161,mcmc
0.818851087062944,mcmc
0.763798947407974,mcmc
0.763942254695169,mcmc
0.827173414692628,mcmc
0.74499232112806,mcmc
0.743061182267764,mcmc
0.759130155707946,mcmc
0.726744032048808,mcmc
0.804504505057053,mcmc
0.724726214310323,mcmc
0.798593096442023,mcmc
0.839429809621025,mcmc
0.838354832784433,mcmc
0.793798735703629,mcmc
0.764074943803875,mcmc
0.779226497239125,mcmc
0.783186950665071,mcmc
0.815219415050968,mcmc
0.804354657946529,mcmc
0.791142414411291,mcmc
0.719361719497357,mcmc
0.736398202026137,mcmc
0.757427858718697,mcmc
0.905478357618069,mcmc
0.968920149812944,mcmc
0.787518146121213,mcmc
0.740898065363123,mcmc
0.786439558299223,mcmc
0.784039653513025,mcmc
0.741624476655327,mcmc
0.785818751118914,mcmc
0.757023592406195,mcmc
0.764039321113458,mcmc
0.78331160671566,mcmc
0.811057665759403,mcmc
0.76383630247477,mcmc
0.792715325982904,mcmc
0.786099191857831,mcmc
0.799702873029137,mcmc
0.740047703333906,mcmc
0.775764788234381,mcmc
0.729058652912661,mcmc
0.74433488227581,mcmc
0.746625383241167,mcmc
0.74391647363055,mcmc
0.782786172140616,mcmc
0.779433861297287,mcmc
0.787636695008691,mcmc
0.781491173681249,mcmc
0.793651194295223,mcmc
0.792521025878296,mcmc
0.73632404124697,mcmc
0.823532350261207,mcmc
0.780905891140462,mcmc
0.786879472444553,mcmc
0.744577392261367,mcmc
0.773424506397279,mcmc
0.774636728237869,mcmc
0.805656513253999,mcmc
0.769708488806109,mcmc
0.791438189531823,mcmc
0.821426075299991,mcmc
0.752509020430419,mcmc
0.789271533777096,mcmc
0.907338811177292,mcmc
0.798715495441116,mcmc
0.776135537616793,mcmc
0.781201770783878,mcmc
0.779064045044261,mcmc
0.731065264891292,mcmc
0.873240583790157,mcmc
0.748706814138644,mcmc
0.771207831466353,mcmc
0.785884331901304,mcmc
0.731770742944784,mcmc
0.768772323847093,mcmc
0.736120942620081,mcmc
0.797919870612966,mcmc
0.815335526053828,mcmc
0.907602262450622,mcmc
0.745170465306045,mcmc
0.794758933897202,mcmc
0.730882492034966,mcmc
0.764419292230604,mcmc
0.786141902793512,mcmc
0.82293033981207,mcmc
0.761273114291899,mcmc
0.833302743291165,mcmc
0.92474530735915,mcmc
0.768829063233051,mcmc
0.779763013285006,mcmc
0.795009586852164,mcmc
0.789197808932755,mcmc
0.784446091232166,mcmc
0.784901050265401,mcmc
0.782750070928065,mcmc
0.732366042908316,mcmc
0.804057897181203,mcmc
0.806065240314888,mcmc
0.799268481767084,mcmc
0.784816211359919,mcmc
0.761752489698922,mcmc
0.819570425455893,mcmc
0.83920174225464,mcmc
0.784524287407785,mcmc
0.770727705201218,mcmc
0.804345764288667,mcmc
0.753597172842769,mcmc
0.797253261215995,mcmc
0.780535418505105,mcmc
0.773926940918548,mcmc
0.793953087605095,mcmc
0.772496133781643,mcmc
0.754144700094017,mcmc
0.77601421755117,mcmc
0.716046342824889,mcmc
0.790378636162374,mcmc
0.732792825535156,mcmc
0.774332841852519,mcmc
0.915958687681742,mcmc
0.769437517327702,mcmc
0.790587589499536,mcmc
0.776399723493332,mcmc
0.820414300977772,mcmc
0.821726599590448,mcmc
0.859265847743995,mcmc
0.747427161587557,mcmc
0.911809184438994,mcmc
0.825811675263738,mcmc
0.759119946805835,mcmc
0.827826713985575,mcmc
0.758605086128812,mcmc
0.837387552580252,mcmc
0.794084595217071,mcmc
0.716171513649516,mcmc
0.819988263560375,mcmc
0.765567776420906,mcmc
0.745970407898167,mcmc
0.811678326530162,mcmc
0.80771990981844,mcmc
0.833143451862665,mcmc
0.821066586641385,mcmc
0.905473705300736,mcmc
0.796934488947437,mcmc
0.785108129206254,mcmc
0.790901783602046,mcmc
0.833089611568252,mcmc
0.764218479476772,mcmc
0.792378306051081,mcmc
0.801738677452872,mcmc
0.770421010906422,mcmc
0.796837051612893,mcmc
0.77535195683033,mcmc
0.76916298534768,mcmc
0.803517703670705,mcmc
0.812896939997713,mcmc
0.756079157160452,mcmc
0.77240873333282,mcmc
0.759974651600944,mcmc
0.754063759723092,mcmc
0.856760286845359,mcmc
0.822417514175468,mcmc
0.767714863133536,mcmc
0.901386001769348,mcmc
0.811289318309459,mcmc
0.905531224933939,mcmc
0.797341984445514,mcmc
0.768225650163275,mcmc
0.918875609170265,mcmc
0.760925984069719,mcmc
0.749027744567965,mcmc
0.743667771464065,mcmc
0.804972159315914,mcmc
0.802307674589412,mcmc
0.721923466235448,mcmc
0.812560549978261,mcmc
0.920555809832718,mcmc
0.770240453848879,mcmc
0.717732036830996,mcmc
0.806603933371808,mcmc
0.782787173955835,mcmc
0.815463827903119,mcmc
0.7812514585619,mcmc
0.778091824435315,mcmc
0.706736726115179,mcmc
0.766901422240578,mcmc
0.89712510016019,mcmc
0.882223688314386,mcmc
0.798963772021508,mcmc
0.826322657600745,mcmc
0.786256062276356,mcmc
0.742168332010438,mcmc
0.832156888371721,mcmc
0.75439418868931,mcmc
0.760204113194037,mcmc
0.845016419595347,mcmc
0.772676913875246,mcmc
0.778308281322765,mcmc
0.833330763175811,mcmc
0.750578373337298,mcmc
0.932140364927638,mcmc
0.715988263282564,mcmc
0.749178714136854,mcmc
0.782654763658039,mcmc
0.773951446114708,mcmc
0.789494348219399,mcmc
0.771239598452716,mcmc
0.782517724770454,mcmc
0.818148114400815,mcmc
0.899081345877057,mcmc
0.81000469932462,mcmc
0.749882978637716,mcmc
0.781555528758458,mcmc
0.801004782377448,mcmc
0.744855173655453,mcmc
0.85242733187721,mcmc
0.773612370671047,mcmc
0.794374784001676,mcmc
0.798184223929452,mcmc
0.813139859991643,mcmc
0.762705770338493,mcmc
0.792038018317017,mcmc
0.73614115441429,mcmc
0.764212584326569,mcmc
0.74905689822214,mcmc
0.782030125153735,mcmc
0.768407172587664,mcmc
0.825566491814102,mcmc
0.711022162383465,mcmc
0.802777126254575,mcmc
0.786100675828706,mcmc
0.768597460787883,mcmc
0.743121587938448,mcmc
0.772290099703001,mcmc
0.79543177595158,mcmc
0.903017139861299,mcmc
0.802777108428826,mcmc
0.794572782987281,mcmc
0.772022657515686,mcmc
0.925080656441363,mcmc
0.89234568032585,mcmc
0.812316250225702,mcmc
0.80606492894364,mcmc
0.906624595940236,mcmc
0.824311650568753,mcmc
0.818597394807627,mcmc
0.782125286738995,mcmc
0.752450654226655,mcmc
0.790080160252066,mcmc
0.831578515586416,mcmc
0.767568598851147,mcmc
0.774611414697413,mcmc
0.78203473243436,mcmc
0.740253069290909,mcmc
0.808677170757565,mcmc
0.799989134863323,mcmc
0.739728173246684,mcmc
0.778856644267133,mcmc
0.794292496910603,mcmc
0.779331578986897,mcmc
0.761734875216617,mcmc
0.732368720338716,mcmc
0.899417131086102,mcmc
0.801243980143817,mcmc
0.796687216193701,mcmc
0.745866219052241,mcmc
0.814771225832993,mcmc
0.769811091855532,mcmc
0.794777563684742,mcmc
0.844106511338538,mcmc
0.769562742656617,mcmc
0.754577248423658,mcmc
0.769675945947087,mcmc
0.729789993715927,mcmc
0.77874285120699,mcmc
0.836859402169362,mcmc
0.926468116957079,mcmc
0.762711311083688,mcmc
0.766535848989474,mcmc
0.769364469959998,mcmc
0.780349555666689,mcmc
0.741029471771485,mcmc
0.800252075341349,mcmc
0.903467863005469,mcmc
0.781398003453419,mcmc
0.774273247775252,mcmc
0.806742051188445,mcmc
0.886708121634284,mcmc
0.78643865611518,mcmc
0.783069203243865,mcmc
0.775363536988836,mcmc
0.828009453391732,mcmc
0.914301205162588,mcmc
0.835161081993934,mcmc
0.774243638037487,mcmc
0.780737576734027,mcmc
0.798272632739781,mcmc
0.811070196340351,mcmc
0.769212681004991,mcmc
0.756442961099669,mcmc
0.721633628619126,mcmc
0.801958285661932,mcmc
0.755812614746358,mcmc
0.722057655798884,mcmc
0.744192275311477,mcmc
0.773753295371727,mcmc
0.801805049501531,mcmc
0.745310393589428,mcmc
0.918336653007406,mcmc
0.719862055950197,mcmc
0.804293997769425,mcmc
0.778877494752227,mcmc
0.770802384384377,mcmc
0.74969407153089,mcmc
0.761959765410685,mcmc
0.802933944513099,mcmc
0.816110021165648,mcmc
0.882032638570386,mcmc
0.771754005007048,mcmc
0.761307032347715,mcmc
0.767592679030918,mcmc
0.773728498903668,mcmc
0.80038122632556,mcmc
0.751096628889,mcmc
0.767997593516106,mcmc
0.818463320004442,mcmc
0.802695447975811,mcmc
0.772305790634857,mcmc
0.810491194884847,mcmc
0.789345442599031,mcmc
0.720255223776981,mcmc
0.736525868114351,mcmc
0.818002844285753,mcmc
0.752787160530234,mcmc
0.767701690788136,mcmc
0.826651193544774,mcmc
0.769887462655679,mcmc
0.792028001831157,mcmc
0.77670257362684,mcmc
0.804335537273351,mcmc
0.919162936776348,mcmc
0.744239252590459,mcmc
0.814637085202739,mcmc
0.742833542618828,mcmc
0.790807075894503,mcmc
0.854079751358427,mcmc
0.746975723793032,mcmc
0.800171569877386,mcmc
0.898740048751617,mcmc
0.805921480762983,mcmc
0.746169757663367,mcmc
0.837506919371797,mcmc
0.811840662915108,mcmc
0.811464995911546,mcmc
0.764500449536017,mcmc
0.772851157347893,mcmc
0.75594776064297,mcmc
0.772330855799024,mcmc
0.760999030432937,mcmc
0.770044482884829,mcmc
0.796388554149854,mcmc
0.766630883773814,mcmc
0.767895589084268,mcmc
0.745989389066568,mcmc
0.789782298186093,mcmc
0.714528334948823,mcmc
0.807149356086198,mcmc
0.793210677658761,mcmc
0.776010184414426,mcmc
0.763175431677046,mcmc
0.766852948888489,mcmc
0.786638596094481,mcmc
0.735595615702447,mcmc
0.781986704001485,mcmc
0.837302505548872,mcmc
0.778078041439859,mcmc
0.783496279577177,mcmc
0.776313498088887,mcmc
0.744456422491229,mcmc
0.844343661863346,mcmc
0.758702664469057,mcmc
0.768385178013224,mcmc
0.741281470293398,mcmc
0.812002168527082,mcmc
0.901169834403438,mcmc
0.717141734778185,mcmc
0.826848615857752,mcmc
0.789012255546188,mcmc
0.759113922956762,mcmc
0.784272630495985,mcmc
0.828291384241598,mcmc
0.757886600944782,mcmc
0.774467594223775,mcmc
0.78693047345059,mcmc
0.753266325757864,mcmc
0.770524273832658,mcmc
0.931600920100585,mcmc
0.774829324385086,mcmc
0.835751649837838,mcmc
0.911958029459576,mcmc
0.781987987623748,mcmc
0.76794534765291,mcmc
0.787303523143,mcmc
0.797864770243477,mcmc
0.708164171940691,mcmc
0.734051613046502,mcmc
0.832856124250746,mcmc
0.85451833468325,mcmc
0.794120376843605,mcmc
0.809152594121692,mcmc
0.789089284184257,mcmc
0.782996198366694,mcmc
0.79009134153431,mcmc
0.848038764156851,mcmc
0.759335532669771,mcmc
0.744027916476571,mcmc
0.75168244945149,mcmc
0.837080400669657,mcmc
0.836405260342452,mcmc
0.780412456073431,mcmc
0.78384427792775,mcmc
0.779444132636305,mcmc
0.795269202899405,mcmc
0.721463229900925,mcmc
0.789181154460026,mcmc
0.779068506077537,mcmc
0.746891956240025,mcmc
0.771679177566053,mcmc
0.736855133472173,mcmc
0.754785671774189,mcmc
0.7602261261673,mcmc
0.714298186057904,mcmc
0.783753113989039,mcmc
0.74466739443777,mcmc
0.784655200637356,mcmc
0.775168237610152,mcmc
0.762900057499659,mcmc
0.779270402931875,mcmc
0.77185689746761,mcmc
0.807518418321926,mcmc
0.754823049671671,mcmc
0.818135133057716,mcmc
0.893554992422914,mcmc
0.845041005714692,mcmc
0.786338731117175,mcmc
0.813138454576996,mcmc
0.822958228745828,mcmc
0.753355045476839,mcmc
0.762407378435478,mcmc
0.825141527970713,mcmc
0.754290442259745,mcmc
0.826744944700961,mcmc
0.801794871233199,mcmc
0.804021001495356,mcmc
0.710095337236445,mcmc
0.909029970666565,mcmc
0.753196121274292,mcmc
0.762815219440025,mcmc
0.918585403702333,mcmc
0.833231291692652,mcmc
0.897967953150148,mcmc
0.833877561135316,mcmc
0.813513428136958,mcmc
0.806354809881535,mcmc
0.763228406978205,mcmc
0.786771166427764,mcmc
0.793102166956162,mcmc
0.802563893833962,mcmc
0.809304437608817,mcmc
0.807431821963748,mcmc
0.785919256460862,mcmc
0.751280522891939,mcmc
0.920594069613973,mcmc
0.781975381344169,mcmc
0.770466410658236,mcmc
0.74555771432708,mcmc
0.741212478231849,mcmc
0.777242628440958,mcmc
0.732434172599379,mcmc
0.784338919048646,mcmc
0.788256724791443,mcmc
0.7941509611105,mcmc
0.76441649316366,mcmc
0.91617250381614,mcmc
0.784086165364166,mcmc
0.80559061908212,mcmc
0.791629539244936,mcmc
0.751033039901054,mcmc
0.748602077853832,mcmc
0.807135631339546,mcmc
0.826672004735005,mcmc
0.791392415357974,mcmc
0.777262805951691,mcmc
0.768336199262646,mcmc
0.774488834068276,mcmc
0.75972999542693,mcmc
0.765884635650694,mcmc
0.901123574199278,mcmc
0.767768550826417,mcmc
0.828871738823031,mcmc
0.791797381967177,mcmc
0.873877536661943,mcmc
0.749458585662608,mcmc
0.799958436025479,mcmc
0.746441456051167,mcmc
0.770494899890434,mcmc
0.774815895940925,mcmc
0.75594491845599,mcmc
0.91928880456637,mcmc
0.826409376879344,mcmc
0.81903743424773,mcmc
0.807863315036309,mcmc
0.796770548292367,mcmc
0.901098231094347,mcmc
0.738496193189765,mcmc
0.760867904943141,mcmc
0.722777592868363,mcmc
0.722911744259008,mcmc
0.767443342893603,mcmc
0.777592379682063,mcmc
0.818217127563411,mcmc
0.87379262986256,mcmc
0.76181498297203,mcmc
0.809483236954816,mcmc
0.79333001490571,mcmc
0.798017058824059,mcmc
0.755706851998252,mcmc
0.806248000120388,mcmc
0.790636960362194,mcmc
0.758858680821287,mcmc
0.827030406916446,mcmc
0.904992557127809,mcmc
0.741307123616992,mcmc
0.770741941600319,mcmc
0.923080383472742,mcmc
0.798293185464498,mcmc
0.717815047492942,mcmc
0.742362524006087,mcmc
0.767231785456646,mcmc
0.866348535644761,mcmc
0.727980925660608,mcmc
0.784076803704823,mcmc
0.862932620926002,mcmc
0.770007278898012,mcmc
0.763035296605012,mcmc
0.742635086623585,mcmc
0.840970189415,mcmc
0.78082022429376,mcmc
0.791095213866016,mcmc
0.788343487393712,mcmc
0.832337957663138,mcmc
0.78674795514446,mcmc
0.822349229537659,mcmc
0.754169024523524,mcmc
0.756347529228548,mcmc
0.907982190203196,mcmc
0.796299354133454,mcmc
0.909308602079424,mcmc
0.890148658722225,mcmc
0.825132377142927,mcmc
0.92118523191298,mcmc
0.754576376341639,mcmc
0.814593104483194,mcmc
0.787830524002997,mcmc
0.82557003017036,mcmc
0.915588243865758,mcmc
0.796258059061612,mcmc
0.755485686746071,mcmc
0.813763599013717,mcmc
0.900292459415362,mcmc
0.757339995321013,mcmc
0.731253962280737,mcmc
0.741443836062678,mcmc
0.794907889118836,mcmc
0.82399580025003,mcmc
0.821098711785165,mcmc
0.786873389107848,mcmc
0.817418706105822,mcmc
0.735277037046359,mcmc
0.844544581438604,mcmc
0.761479421933038,mcmc
0.796353753970658,mcmc
0.771121341724243,mcmc
0.745848456448792,mcmc
0.766549614903664,mcmc
0.803514894409373,mcmc
0.762764228594909,mcmc
0.737940766499703,mcmc
0.928086631128435,mcmc
0.765801209094783,mcmc
0.74916978002952,mcmc
0.765828325540959,mcmc
0.819057344069415,mcmc
0.740705930502522,mcmc
0.766960398737267,mcmc
0.814615193880156,mcmc
0.816789111317329,mcmc
0.816705301122687,mcmc
0.744567538862649,mcmc
0.729391753644218,mcmc
0.797110758377004,mcmc
0.897699432099589,mcmc
0.919091760473338,mcmc
0.774965445959423,mcmc
0.735401847385033,mcmc
0.810182057026621,mcmc
0.786406099388411,mcmc
0.752912856062264,mcmc
0.821288814688488,mcmc
0.810572442775843,mcmc
0.75506768367891,mcmc
0.765397248391812,mcmc
0.731989573348662,mcmc
0.788425236731407,mcmc
0.736143318897713,mcmc
0.850237982798834,mcmc
0.756729917024167,mcmc
0.799265473833016,mcmc
0.911064809362283,mcmc
0.788927152949407,mcmc
0.905857910214543,mcmc
0.769463373600115,mcmc
0.842447869869975,mcmc
0.844335703074299,mcmc
0.818136781669858,mcmc
0.851425264409659,mcmc
0.800942888607757,mcmc
0.727421331997258,mcmc
0.763876132322174,mcmc
0.783647755524266,mcmc
0.853945019880366,mcmc
0.793892201680069,mcmc
0.777783127534592,mcmc
0.760284190765045,mcmc
0.815464795422137,mcmc
0.778960245867532,mcmc
0.754628820683374,mcmc
