power,method
0.912727872084162,mcmc
0.795959054193806,mcmc
0.901520651836056,mcmc
0.908628924084845,mcmc
0.753358252638215,mcmc
0.887234328144872,mcmc
0.762106461051172,mcmc
0.788116057095435,mcmc
0.808087521161653,mcmc
0.915910868711913,mcmc
0.773852730646497,mcmc
0.895903818323349,mcmc
0.899282755601233,mcmc
0.753423935916845,mcmc
0.769131472537353,mcmc
0.902618618167326,mcmc
0.911337245979791,mcmc
0.717960632626756,mcmc
0.694184044849298,mcmc
0.929185754890952,mcmc
0.757289184465481,mcmc
0.738573279210615,mcmc
0.732526937500187,mcmc
0.919833912550451,mcmc
0.783080671967562,mcmc
0.905391206483718,mcmc
0.90098247777424,mcmc
0.802055466858914,mcmc
0.902041695084634,mcmc
0.907447562039182,mcmc
0.773706727897479,mcmc
0.728110106132899,mcmc
0.905902019050036,mcmc
0.901154061353751,mcmc
0.90131719297657,mcmc
0.786550424757547,mcmc
0.916864547182453,mcmc
0.752409461657963,mcmc
0.900758456543995,mcmc
0.895882907607123,mcmc
0.790654729488799,mcmc
0.78022105126704,mcmc
0.928399628836972,mcmc
0.75384554736736,mcmc
0.912802889817165,mcmc
0.912819246071416,mcmc
0.901691024930006,mcmc
0.926864524440935,mcmc
0.756136257704289,mcmc
0.771855864825256,mcmc
0.785886948792192,mcmc
0.922961196262598,mcmc
0.909441749356378,mcmc
0.776178043383746,mcmc
0.772022815863382,mcmc
0.764671321215398,mcmc
0.704180698271096,mcmc
0.895356405092503,mcmc
0.886347940521745,mcmc
0.810561579318464,mcmc
0.755623837679095,mcmc
0.898794773279231,mcmc
0.920681766512508,mcmc
0.79744949259582,mcmc
0.778584845414939,mcmc
0.894092791681429,mcmc
0.909996246979387,mcmc
0.910667226521061,mcmc
0.902388331156076,mcmc
0.76844943816441,mcmc
0.898444042659264,mcmc
0.912944370203946,mcmc
0.75705743474443,mcmc
0.793788691315897,mcmc
0.752894483531981,mcmc
0.899363287158378,mcmc
0.905143949271086,mcmc
0.793307045780322,mcmc
0.756354616346012,mcmc
0.902116454883582,mcmc
0.824359671380561,mcmc
0.894895692737331,mcmc
0.776757350205296,mcmc
0.904472330328941,mcmc
0.909487524899531,mcmc
0.705908807346087,mcmc
0.774908398571863,mcmc
0.884623234550925,mcmc
0.820332425742075,mcmc
0.763327973042894,mcmc
0.745747757603162,mcmc
0.89579424825835,mcmc
0.768140844940039,mcmc
